Name of Product,Batch No,Manufactured By,Reporting Month & Year
Aceclofenac & Paracetamol Tablets,MHT25-013,"Mahys Pharmaceuticals survey No. 519-C3A2, BK Puram Road, Satuluru - 522549, AP. Andhra Pradesh.",01-09-2025
"Aceclofenac & Paracetamol Tablets,",MHT25-004,"Mfg By: Mahys Pharmaceuticals survey No. 519-C3A2, BK Puram Road, Satuluru - 522549, AP. Andhra Pradesh. Mrkt: Zenque Health care, Survey No. 519-c3a2, BK puram Road, Satuluru - 522 549, A.P.",01-09-2025
Diclofenac Sodium and Paracetamol Tablets IP,TT240758,"Trugen Pharmaceuticals Pvt. Ltd.,Vill. Tejjupur,Near Chodiala Rly. Station, Roorkee, Distt. Haridwar, Uttarakhand-247661",01-09-2025
Diclofenac Sodium and Paracetamol Tablets IP,I405175,"Zydus Healthcare Ltd.,(Unit II) 967 (P),968 (P), 970 (P), Duga Circle, Kamarey Bhasmay, Kumrek, Sikkim-737132",01-09-2025
Amikacin Sulphate Injection IP 500mg/2ml,24AM19,"SAI Parenterals Limited D1 & D4, Survey No.280,Phase-V, IDA,Jeedimetla, Hyderabad, 500055, TS, India",01-09-2025
Telmisartan Tablets,PGT24720,"Affy Parenterals (WHO-cGMP/ISO 9001:2015 Certified Co.) Vill Gullerwala. P.O Baddi, Distt.Solan-173205.(HP)",01-09-2025
Ondansetron Injection IP,PGY25248,"Affy Parenterals (WHO-cGMP/ISO 9001:2015 Certified Co.) Vill Gullerwala. P.O Baddi, Distt.Solan-173205.(HP)",01-09-2025
Telmisartan Tablets IP,PGT24669,"Affy Parenterals Vill.: Gullerwala, P.O. Baddi, Distt. Solan ? 173205 (HP)",01-09-2025
Metronidazole Tablets IP 400 mg,B250104,"Bochem Healthcare Pvt. Ltd . 83-84, Industrial Area, Dewas Road, Nagziri, Ujjain 456010 (M.P.) India",01-09-2025
Telmisartan Tablets IP,PGT241031,"Affy Parenterals, Vill. Gullerwala, P.O. Baddi, Distt. Solan ? 173205 (H.P.)",01-09-2025
Telmisartan Tablets I.P. (20 mg),TFI24009AL,"Hindustan Laboratories Ltd., Plot No. 5-9, Survey No. 38/2, Aliyali Palghar (W), Dist ? Palghar 401404 (M.S.).",01-09-2025
Omeprazole,CT51891,"Cosmas Pharmacis Ltd.Buranwala Road,Village Kotla ,Barotiwala Road,Village Kotla P.O,Barotiwala Solan(H.P)-174103.",01-09-2025
Calcium Carbonate 500 MG + VIT. D3 250 IU Tablets IP (CALXIA 500),GTA1354,"Gidsha Pharmaceuticals Plot No. 611 612, Mega GIDC, Kharedi, Dahod 389151, Gujarat",01-10-2025
Calcium Carbonate 500 MG + VIT. D3 250 IU Tablets IP (CALXIA 500),GTA1348,"Gidsha Pharmaceuticals Plot No. 611 612, Mega GIDC, Kharedi, Dahod 389151, Gujarat",01-10-2025
Calcium Carbonate 500 MG + VIT. D3 250 IU Tablets IP (CALXIA 500),GTA1346,"Gidsha Pharmaceuticals Plot No. 611 612, Mega GIDC, Kharedi, Dahod 389151, Gujarat",01-10-2025
Calcium Carbonate 500 MG + VIT. D3 250 IU TABLETS IP (CALXIA 500 TABLETS),GTA1351,"Gidsha Pharmaceuticals Plot No. 611 612, Mega GIDC, Kharedi, Dahod 389151, Gujarat",01-10-2025
Calcium Carbonate 500 MG + VIT. D3 250 IU Tablets IP (Calxia500),GTA1340,"Gidsha Pharmaceuticals Plot No. 611 612, Mega GIDC, Kharedi, Dahod 389151, Gujarat",01-10-2025
Chlorpheniramine Tablets IP 4mg,T-6763,"Jackson Laboratories Pvt Ltd., No. 22-24 Majitha Road, Bypass ,Amristar-143 001(India)",01-10-2025
Bupivacaine Hydrochloride in Dextrose Injection USP (Bupivacaine Heavy),I-1468,"Jackson Laboratories Pvt.Ltd 22-24, Majitha Road, Bye Pass, Amritsar-143 001(India)",01-10-2025
"Arik Syrup (Ambroxol Hydrochloride, Phenylephrine Hydrochloride, chlorpheniramine Maleate Guaiphenesin & Menthol Syrup)",624-732,"Zee Laboratories, 47, Industrial Area, Paonta Sahib-173025",01-10-2025
Amoxycillin & Potassium Clavulanate Injection I.P.,324-869,"Zee Laboratories Ltd. Behind 47, Industrial Area, Paonta Sahib-173025",01-10-2025
Ofloxacin and Ornidazole Tablets (02 Tablets ),E41580,"Medley Pharmaceuticals Ltd. Lane no 3, Phase -1, SIDCO Industrial complex, Bari Brahmana, Jammu -181133",01-10-2025
"Aceclofenac, Paracetamol Chlorzoxazone Tablets (Nimal-MR)",DPT-2882,"Dexibo Pharma Pvt. Ltd., Khasara No. 143/2, Rajpur Village, Bhagawanpur, Roorkee - 247 661 (UK)",01-10-2025
Neckline Lip Fashion Lipstick [Neckline Ultima III Lip color (on carton)],NL05,"Kanero Cosmetics, K-89, Sector-2, Bawana Industrial Area, Delhi-110039",01-10-2025
Rabeprazole Sodium & Domperidone Tablets (Asterab-D),BCT-24-1906,"Biocenna Healthcare Pvt.Ltd.Kh.No.218, Vill. Khatakheri, Near Dev Bhoomi Ind. Area, Puhana, Roorkee-247661(U.K)",01-10-2025
Dexamethasone Tablets IP (Doxomax),T-16976,"38, Pharma City, Selaqui Dehradun-248011",01-10-2025
Calcium Carbonate & Vitamin D3 Tablets (Aemcal-D3),VDFT-270,"Vzoic Healthcare Pvt. Ltd.Plot No. 236, Ind. Area, Phase-IX, S.A.S. Nagar, Mohali-160062 (Pb.)",01-10-2025
Azithromycin Tablets I.P (Morzith-500 Tablets),T-220124,"Dr. Jee Pharma Pvt Ltd, Plot no -17, Sec 9, 11e, SIDCUL, Haridwar, U.K",01-10-2025
Amoxycillin Clavulanic Acid Tablet (A Cipex-625),9421,"Apex Formulations, Khasra No 49/6, Nayagaon, Dist- Sirmaur, Himachal Pradesh- 173001",01-10-2025
Aceclofenac & Paracetamol Tablets IP (Bioace-P Tablets),AT-1872A,"Azot Life Sciences Vill. Chewa, P.O. Kumarhatti, Distt. Solan-173229 (H.P.)",01-10-2025
"Paracetamol Tablets IP 500 mg,",BTH-19,Bengal Chemicals And Pharmaceuticals E-35 Industrial Area Haridwar-249401 UK,01-10-2025
Paracetamol Tablets I.P -500 mg,DGT 24-25,"Ornate Labs Pvt. Ltd, Bela Industrial Estate, Muzaffarpur, Bihar",01-10-2025
Paracetamol Tablets I.P -500 mg,DGT 24-232,"Ornate Labs Pvt. Ltd, Bela Industrial Estate, Muzaffarpur, Bihar",01-10-2025
Amoxicillin and Potassium Clavulanate Tablet I.P. (Clavam-625),24441792,"Alkem Health Science, A unit of Alkem Labolatories, Unit-2, Samardung, Karek Block, P.O Namthang, Dist- Namchi, Sikkim 737 137",01-10-2025
Nitrazepam I.P. 10mg tablets(NITRVET 10),AXZ24003P,"Anglo-French Drugs & Industries Ltd, Plot No 4, Phase II, Peenya Industrial Area, Peenya Bengaluru- 560058",01-10-2025
Nitrazepam I.P. 10mg tablets(NITRVET 10),AXZ24003P,"Anglo-French Drugs & Industries Ltd, Plot No 4, Phase II, Peenya Industrial Area, Peenya Bengaluru- 560058",01-10-2025
Nitrazepam I.P. 10mg tablets(NITRVET 10),10233P,"Anglo-French Drugs & Industries Ltd, Plot No 4, Phase II, Peenya Industrial Area, Peenya Bengaluru- 560058",01-10-2025
Paracetamol I.P 500 mg (PARA 500),NBRT-018,"Laborate Pharmaceuticals India Ltd, Unit -II, 31, Rajban road, Nariwal, Paonta Sahib- (Himachal Pradesh)",01-10-2025
Paracetamol I.P 650 mg (SINDOL 650 TABLETS),ALT0841,"Arcon Labs, Plot No-100, DIC Industrial Area, Baddi, Dist-Solan Himachal Pradesh, 173205",01-10-2025
Paracetamol I.P 650 mg (PC-WIN 650 ),VGT 241580B,"Vrindavan Global, Plot No 23B & C, Indl. Area, Lodhimajra, Baddi, Dist Solan -H.P 173025",01-10-2025
Paracetamol I.P 500 mg (PARA 500),NBRT-018,"Laborate Pharmaceuticals India Ltd, Unit -II, 31, Rajban road, Nariwal, Paonta Sahib- (Himachal Pradesh)",01-10-2025
Aceclofenac and Paracetamol Tablets(Aceloflam Plus),AOPT24013S,"Shiva Biogenetics Pharmaceuticals Pvt.Ltd., Village Manpura Baddi Dist. Solan (H.P.) 174101",01-10-2025
Paracetamol Tablets IP (Leemol-500),AOPT24013S,"Leeford Healthcare Ltd., At Plot No-5 Apparel Park Cum Industrial Area, Katha Baddi Distt. Solan 173205 (H.P.) India",01-10-2025
"Cefixime, Azithromycin & Lactic Acid Bacillus Tablets (CEFICO- AZ TABLETS)",AP-241242,"Park Pharmaceuticals 272 Ind. Area Phase II ,Panchkula-134 113(An ISO GMP Certified Co.)",01-10-2025
Baptar NM Tablet (Pregabalin Methylcobalamin & Nortriptyline Tablets),UGT-25134E,"Ultra Drugs Pvt. Ltd., Plot No. 1315-1318, VPO Manpura, Baddi-Nalagarh Road Distt. Solan H.P. 174105.",01-10-2025
Montelukast and Levocetirizine Tablets IP (Montilax Tablets),ATD052B,"Haustus Biotech Pvt Ltd, 44-45, Indl. Area, Tahliwal, Distt. Una (HP)",01-10-2025
"Paracetamol, Phenyephrine and Chlorpheniramine Suspension IP (Maticold Suspension)",ALE012C,"Haustus Biotech Pvt Ltd, 44-45, Indl. Area, Tahliwal, Distt. Una (HP)",01-10-2025
Nimuris Cold & Flu Tablets,GT027502,"Asian Pharma Kh. No -105-106 Village Katha, Baddi, Distt. Solan HP 173205",01-10-2025
Amyclox TM-LB Capsules,BC002411,"Asian Pharma Kh. No -105-106 Village Katha, Baddi, Distt. Solan HP 173205",01-10-2025
"Ambroxol Hydrochloride 15mg, Terbutaline Sulphate 1.25 mg, Guaiphenesin 50 mg, Menthol 0.5 mg (NUREX-AP )",NRA-2403,"Apple Formulations Pvt.Ltd, Plot No. 208, Kishanpur, Roorkee -247667, U.K.",01-10-2025
Deflazacort Tablets (Shedef),MDT-3876,"Mayasha Lifesciences, H.B. 86, Vill. Bhatian Nalagarh, Distt Solan HP",01-10-2025
Telmisartan and Amlodipine Tablets (Teluse AM ),T24119,"Tiba Pharmaceuticals Pvt.Ltd, Plot No. 7,8,9, Shree Ram Industrial Estate, Tajpur Road, Changodar Taluka Sanand, Distt Ahemdabad-382213",01-10-2025
Shicold-Plus,RL23222,Rachil Pharma 18-19 PHASE-1 Ind.Area Sansarpur Terrace HP,01-10-2025
Cefpodoxime Proxetil & Potassium Clavulanate Tablets IP (Efodoxime-CV Tablets),MYRTAB-655,"Mayer Lab, Chambaghat, Adjacent to Railway Crossing, District Solan (H.P)-173213",01-10-2025
Pregabalin & Methlcobalamin Capsules IP (Neujan Capsules),MMC-1957,"Mayoford Pharma, Near Railway Crossing, Chambaghat Soaln Dist. Solan (H.P)-173213",01-10-2025
Metoprolol Succinate (ER) & Amlodipine Besylate Tablets IP (Metorell-AM 50 Tablets),77BG08,"Sarv Pharmaceuticals, Plot No. 28, Sector-3A. I.I.E., Sidcul Haridwar-249403, Uttarakhand",01-10-2025
Ofloxacin and Ornidazole Tablets IP (Oflogard-O),TLT1005B,"Amster Labs Limited, Unit-II, Khasra No. 1296/1, Hill Top Ind. Estate, Vill. Bhatauli Kalan, Tehsil Baddi, Distt. Solan (HP)-173205 (A WHO GMP Certified Unit)",01-10-2025
"Rosuvastatin 10 mg, Aspirin 150 mg and Clopidogrel 75 mg Capsules",SIBP24283,"Bioaltus Pharmaceuticals Pvt. Ltd., (WHO GMP Cerified Company) At Plot No.2236, Mining, Rangpo East Sikkim-737132",01-10-2025
Calcium Carbonate & Vitamin D3 Tablets I.P (DPCAL-500),GT17894C,"J.M. Laboratories, (AN ISO, WHO, GMP & GLP, CERTIFIED COMPANY) Village ?Bhanat, P.O-Ghatti, Subathu Road, Solan (H.P) 173211",01-10-2025
Everan (Paracetamol Injection 75mg/ml),EL2PC-07,"Bio Medica Laboratories Ltd., (Unit-2), 11-B & 11-C, Sector-E Sanwer Road Industrial Area, Indore-452015",01-10-2025
Paracetamol Tablets I.P 650 mg (Alpa-650 Tablets),2501032,"Aban Pharmaceuticals, Plot No. 1018, Kerala, G.I.D.C. Bavla, Dist, Ahmedabad-382220",01-10-2025
"Paracetamol Tablets IP 650mg,",PCT25092,"Vivek Pharmachem (India) Limited, NH-8, Chimanpura, Amer, Jaipur-302028",01-10-2025
"Mymi D (Alpha Lipoic Acid, Pyridoxine Hydrochloride, Methylcobalamin, Folic Acid & Vitamin D3 Tablets)",HT24673,"HBC Healthcare Pvt. Ltd., Block/Survey No. 609, Paiki 002, Ambasan, (Amipura), Nr. Shankus Water Park, Ahmedabad-Mehsana Highway, Mehsana-384435 Gujarat, India",01-10-2025
Rabeprazole Gastro-resistant Tablets IP (RABIMIST-20),TG24-1514E,"Athens Life Sciences, Mauza Rampur, Jattan, Nahan Road, Kala Amb, Distt. Sirmour, H.P-173030",01-10-2025
"VITACRINE LC (Alpha Lipoic Acid, Folic Acid, Methylcobalamin, Pyridoxine Hydrochloride & Vitamin D3 Tablets)",BD250297B,"Bioaltus Pharmaceuticals Pvt. Ltd., 19-20, DIC, Ind. Area, Baddi, Distt. Solan (H.P) 173205",01-10-2025
Diclofenac Potassium and Paracetamol Tablot (LIFOGESIC),142,"Rajdip Pharmaceuticals, Plot No.30, Ghanshyam Est. Sanand, Dist. Ahmedabad",01-10-2025
Itraconazole Capsules BP 200 mg (Itradot-200 Capsules),ALC-1509,"Access Life Science, Khasra No. 551/3, Village Taksal, Parwanoo, Dist. Solan (H.P)-173220",01-10-2025
VALET-PM (Paracetamol and Diclofenac Potassium Tablets),MAW40523,"Suraksha Pharma Pvt. Ltd., 410, KArondi, Roorkee-247667, Uttarakhand",01-10-2025
Ovocet-M (Montelukast Sodium & Levocetirizine Hydrochloride Tablets IP),LV24MT-048C,"L.V. Life Sciences, VPO Gurumajra, Baddi, Distt. Solan (H.P)-174101",01-10-2025
Montecas-L Syrup (Levocetirizine & Montelukast),BCRL2407068,"Casca Remedies Pvt. Ltd., Kuldeep Nagar, Ambala Cantt Haryana, India,",01-10-2025
Cefpodoxime Proxetil Tablets I.P. 200 mg (Cefporeg-200),APT24-017,"Regal Laboratories, 119, Industrial Estate, Goindwal Sahib-143423 (India)",01-10-2025
"Dazfol-D Softgel Capsules (Methylcobalamin, Pyridoxine Hydrochloride, Docosahexaenoic Acid (DHA) & Folic Acid Softgel Capsules)",ALD5090E,"Amster Labs Limited, (An ISO 9001:2015 GMP Certified Co) Unit-1, Vill, Saraj Majra Gujjran, Near Toll Plaza, Baddi-173205, Dist, Solan (H.P)",01-10-2025
Calcium and Vitamin D3 Tablets I.P. 500mg/250 I.U,OJCT-009,"Laborate Pharmaceuticals India Ltd. # 31, Rajban Road, Nariwala, Paonta Sahib (H.P)",01-10-2025
Amikacin Sulphate Injection IP (Amised 100),V250114A,"Oscar Remedies Pvt. Ltd., (An ISO 9001:2015 & GMP CERTIFIED COMPANY) Oscar House, Badi Majra, Yamunanagar-135001 (H.R),",01-10-2025
"Meurozen-D3 Softgel Capsules (Methylcobalamin, Alpha Lipoic Acid, Folic Acid, Pyridoxine HCL & Vitamin D3 Softgel Capsules)",HPDC25248,"Healthwise Pharma, (An ISO 9001:2015 & GMP Certified unit) VPO Bhud, Teh. Baddi, Dist-Solan (H.P)-173205,",01-10-2025
ANESTHETIC ANTACID GEL (Medicaine Gel),PMCG24160,"Aryatech Pharma (P) Ltd., F-15, Sara Industrial Estate, Central Hope Town, Selaqui, Dehradun (Uttarakhand)-248197",01-10-2025
"Aluminium Hydroxide, Magnesium Hydroxide, Dimethicone & Oxethazine Suspension)",CL240052A,"Candour Pharmaceuticals, Vill. Ogli, Suketi Road, Kala Amb, Distt. Sirmour (HP)-173030",01-10-2025
Compound Benzoin Tincture I.P,TB132,"Apex Healthcare, H1-510, RIICO Industrial Area, Bhamashah Kaladwas, Udaipur (Raj)",01-10-2025
Paracetamol Infusion I.P (1.0% w/v)-Neomol I.V.,T383L935,"Truelixir Life Sciences Private. Limited., Plot No. C-1, Five Star Industrial Area, MIDC Shendra, Taluka & Dist, Aurangabad-431154, Maharashtra,",01-10-2025
Calcium and Vitamin D3 Tablets IP (Tricium-XT),1250077,"Corona Remedies Ltd., Village, Jatoli, Post Office-Oachghat, Tehsil Solan, Dist Solan (H.P)-173223",01-10-2025
"Esyfol-XT (Calcium Carbonate, Vitamin D3, Methylcobalamin, L-Methylfolate Calcium & Pyridoxal-5 Phosphate Tablets)",GFTP25214,"Genip Formulations Pvt. Ltd., (A GMP, GLP, Certified Company) Khasra No. 93/45/1, Dharanji urf Dhoptan, Shamti Distt. Solan H.P.173212",01-10-2025
SILNAC-P (Aceclofenac & Paracetamol Tablets IP),TSC-250577,"Prochem Pharmaceuticals Pvt. Ltd., 140-141, Makkanpur, Bhagwanpur Roorkee, Dist. Haridwar (U.K) 247661",01-10-2025
DICLOFIT Plus (Diclofenac Sodium & Paracetamol Tablets IP),M-9475,"Herb Edge Health Care Pvt. Ltd., Plot No. 81,82,86,87 Industrial area, Dewas Road, Nagziri, Ujjain-456010 (M.P) India",01-10-2025
Co-Trimoxazole Tablets IP (Sevzole),CHT23515,"Cureza Healthcare Pvt. Ltd. A.B. Road, Girwai-474001",01-10-2025
"Coldrif Syrup (Paracetamol, Phenylephrine Hydrochloride, Chlorpheniramine Syrup)",SR-13,"Sresan Pharmaceutical Manufacturer, No.787, Bangalore Highways, Sunguvarchatram (Mathura), Kancheepuram Dist, 602106",01-10-2025
Atorvastatin Tablets IP 10mg,CT240238A,"Candour Pharmaceuticals, Vill. OGLI, Suketi Road, Kala Amb, Distt. Sirmour (HP), 173030",01-10-2025
Dexamethasone Tablets IP 0.5mg,TA24665,"Saintlife Pharmaceuticals Ltd, 323, Central Hope Town, Industrial Area, Selaqui, Dehradun-248011, Uttarakhand, India",01-10-2025
Labetalol Injection IP,L0422420F,"Protech Telelinks, (A. WHO-GMP CERTIFIED CO), Mauza Ogli, Suketi Road, Kala amb, Dist. Sirmour (HP), 173030",01-10-2025
"Dicvis Gel (Diclofenac Diethylamine, Methyl Salicylate, Linseed Oil & Menthol Gel)",FDE581,"Fine Drugs & Skin Care, Plot No.244, IND. Area, HPSIDC Baddi, Distt- Solan (HP)-173205",01-10-2025
Povidone - Iodine Gargle Sepsadone 2%,DLE-4008,"Daffohils Laboratories Pvt Ltd, F-109-110, UPSIDC Industrial Area, Selaqui, Dehradun (U.K). 248011, (India).",01-10-2025
Azini-100 Suspension (Azithromycin Suspension),DL0028,"Dexter Formulation Pvt. Ltd., No.35/1A2A, Main Road, Dharmadhanapuram, Keelathukudi-609117, TN",01-10-2025
Atenolol Tablets IP 50 mg,NHD25365A,"Nest Healthcare Pvt.Ltd., Plot No.300, G.I.D.C, Odhav, Ahmedabad-382415(GUJ.), India.",01-10-2025
Ferric-XT Syrup (Ferrous Ascorbate IP Folic Acid IP Syrup),DL 3214,"Dexter Formulation Pvt.Ltd., B-14, MG Road, Cavery Nagar, Mayiladuthurai, Tamilnadu-609001",01-10-2025
"Kufnas-Am Syrup (Ambroxol, Terbutaline, Sulphate, Guaiphenesin & Menthol Syrup)",SL241158T,"Star Filteration Systems, Rampur Jattan, Trilokpur Road, Kala-Amb, Tehsil Nahan, District Sirmour-173030",01-10-2025
"Khasigo-LS Syrup (Levosalbutamol Sulphate, Ambroxol Hydrochloride Guaiphenesin Syrup)",SP244505,"Sotac Pharmaceuticals Ltd, Plot No.PF/21 & 22-A, Sanand GIDC+-II, Sanand Dist.: Ahamedabad-382 110. Gujarat (India)",01-10-2025
Atorest 10 (Atorvastatin Tablets IP),BRD250018,"BRD Medilabs (Unit-II), 19-20,DIC, Ind. Area, Baddi (HP)-173205",01-10-2025
V-Floxacin -BH (Enrofloxacin & Bromhexine HCL Oral Liquid),VBL-053,"Varsha Labs LLP, 1st Phase Kumbalgodu Kengeri, Hobli, Bengaluru-560 074.",01-10-2025
"Voligesic Gel (Diclofenac Diethylamine. Linseed Oil, Methyl Salicylate & Menthol Gel)",DE4G12,"Scott- Edil Pharmacia Ltd, 56, E.P.I.P., Phase-I, Jharmajri, Baddi, Distt. Solan (HP)-173 205, India.",01-10-2025
Misoprostol Tablets IP 100mcg,TM-1480005,"Centurion Remedies Pvt. Ltd, G/5 & G/6, Industrial Estate, Gorwa, vadodara-390016",01-10-2025
Nicofast-5 (Nicorandil Tablets IP),ONTT2404,"Goodman Pharmaceuticals, Plot No.B3-B8, PIPDIC Electronic Park, Thirubhuvanai, Puducherry, 605107",01-10-2025
Glimilive-M2 (Glimepiride and Metformin Hydrochloride Prolonged Release Tablets IP),G522501B,"Lifecare Formulations Pvt. Ltd, Plot No.B-66, 7th Cross, PIPDIC Industrial Estate, Mettupalayam, Puducherry, 605009",01-10-2025
Rabeprazole Gastro- resistant Tablets IP 20 Mg,RABP45003,"Sunrise International Labs Ltd. Plot No. 100, lane-5 sector-11, IDA Cherlapally, Hyderabad 500051 India. Telangana.",01-10-2025
Diclofenac Sodium Tablets I.P. 50 mg,DT24-62,"Leostar Healthcare Pvt. Ltd. Sy No. 321, Plot No. 10, Biotech Parc, Phase III, Genome Valley, Karakapatla Village, Markook Mandal, Siddipet District, Telangana - 502281 Telangana.",01-10-2025
Cloberasol Propionate and Salicylic Acid Ointment,1210CSO,"Unicure India Ltd, C-21,22 & 23, Sector-3, Noida-201301, Distt. Gautam Budh Nagar (U.P)",01-10-2025
Albendazole 2.5% W/v oral Suspension,ZAS241002,"Bovine Health care D.No. 5-9-206/2, Plot No. 2nd,1st floor, Mosapet, IDPL, Rajiv Gandhi Nagar, Kukatpally, Medchal Malkajgiri (dist), Hyderabd -500072, TS Telangana",01-10-2025
Aceclofenac and Paracetamol Tablets,CPT946,"Coastal Medicare Pvt. Ltd. RS No. 9/2, 5, Ramachandrapuram, Surampalli, Krishna Dist - AP 521212 Andhra Pradesh",01-10-2025
Amlodipine Besylate and Atenolol Tablets,NPD-6637,"Nuvista Pharmaceuticals Pvt. Ltd. Plot No. 48, 1st 2nd floor, phase II, IDA, Mallapur, Medchal Malkajgiri, Hyderabad-500076 Telangana.",01-10-2025
Glimpiride Tablets I.P. 2 MG.,SGYT-134,"Marc Lifesciences Sikkim, Khasra No. 35, 36, 409, 410, Vill. Julanglay, Block L Maneydara, Namthang, Dist. Namchi, South Sikkim.",01-10-2025
Glimpiride Tablets I.P. 1 MG.,SLY-108,"Marc Lifesciences Sikkim, Khasra No. 35, 36, 409, 410, Vill. Julanglay, Block L Maneydara, Namthang, Dist. Namchi, South Sikkim.",01-10-2025
Glimpiride Tablets I.P. 2 MG.,SGYT-120,"Marc Lifesciences Sikkim, Khasra No. 35, 36, 409, 410, Vill. Julanglay, Block L Maneydara, Namthang, Dist. Namchi, South Sikkim.",01-10-2025
Glimpiride Tablets I.P. 2 MG.,SGYT-122,"Marc Lifesciences Sikkim, Khasra No. 35, 36, 409, 410, Vill. Julanglay, Block L Maneydara, Namthang, Dist. Namchi, South Sikkim.",01-10-2025
Levocetirizine Dihydrochloride & Montelukast Sodium Orally Disintegrating Tablets (MONSTAR-LC KID),TL-23109,"Horizon Bioceuticals Pvt. Ltd., Plot No: 3 & 3-A, Industrial Area, Trilokpur Road, Kala Amb, Dist Sirmour (HP)-173030",01-10-2025
Paracetamol Paediatric Oral Suspension IP (LOWFE-250),CL-24098,"Casid Pharmaceuticals Pvt.Ltd., S.F.No. 115/15, Trichy Chennai Trunk Road, Samayapuram, Trichy ? 621 112.",01-10-2025
Amlodipine Besylate Tablets IP 5mg (AMLOGEN-5),24230171,"Alkem Laboratories Ltd., At Village Thana, Tehsil Baddi, Dist Solan, Himachal Pradesh -173 205.",01-10-2025
"Glucosamine Sulphate Potassium Chloride, Msm With Diacerein Tablets (LYCEREIN PLUS)",LYP-2503,"Life Line Pharma, 188/1,Iyyanar koil road, Mettupalayam, Puducherry- 605 009.",01-10-2025
BIONAC-SPAS,BT-2947,"Biosearch Organics D.I.C. Indl. Estate, Govindsar, Kathua-184102",01-10-2025
Ibuprofen and Paracetamol Tablets IP,NCJ-02,"Agron Remedies Pvt. Ltd. Sarverkhera, Moradabad Road, Kashipur-244713, (Uttarakhand)",01-10-2025
Ciprofloxacin Tablets IP 500 mg,TB250356,"Agron Remedies Pvt. Ltd. Sarverkhera, Moradabad Road, Kashipur-244713, (Uttarakhand)",01-10-2025
Atorvastatin Tablets IP 20 mg,STTC-06,"Nestor Pharmaceuticals Ltd. 11, Western Extension Area, Faridabad-121001, INDIA",01-10-2025
Seram DP,SRDPT602,"Tulbros Formulations, Plot No. 91, Sector IIDC, IIE Pantnagar, SIDCUL, U.S. Nagar ? 263153 (U.K)",01-10-2025
Nuromine PG 37.5,MLS-241642,"Maskon Life Sciences Pvt. Ltd. Kh. No. 69-70 Khatakheri, Bhagwanpur Roorkee-247667, Haridwar (U.K.)",01-10-2025
Stenflam SP,MMT-9435,"Mayoford Pharma Near Railway Crossing, Chambaghat, Solan, Distt. Solan (HP) 173213",01-10-2025
Paracetamol Tablets IP 650mg (Parvis-650),SPT-36695,"Shervotee Pharmaceuticals, 82/4 & 82/5, HPSIDC, Baddi, Dist. Solan",01-10-2025
Tramadol Hydrochloride and Acetaminophen Tablets (Paradol-T),JTN25-096,"Janya Biocare Pvt.Ltd., Khasra No. 169, Tanshipur, Roorkee (U.K.)",01-10-2025
Ofloxacin and Ornidazole Tablets (02 Tablets ),E40114,"Medley Pharmaceuticals Ltd. Lane no 3, Phase -1, SIDCO Industrial complex, Bari Brahmana, Jammu -181133",01-10-2025
Calcium and Vitamin D3 Tablets. I.P,CBT-0037,"Crossia Biotech Pvt.Ltd,Survey No.488,A.B.Road, Girwai Industrial Area,Beldarpura,Gwalior-474002 (M.P)",01-10-2025
Glimepiride Tablets IP (Glimilex 1),V24457,"APY Pharma, Plot No. 15, LG.C Chhattabari, Chhaygaon, South Kamrup-781123 Assam",01-10-2025
Metformin Hydrochloride (SR) & Glimepride Tablets IP (Yathoglim-M3),T25C554A,"Bajaj Formulations, Khasra No. 161, Village Lakeshwary, Bhagwanpur Roorkee, Dist. Haridwar(UK)",01-10-2025
Amoxycillin & Potassium Clavulante Tablets IP (Worclav-625),MICTAB-2359,"Micro Formulation,Chambaghat, Near Railway Crossing, Solan, Distt. Solan(HP)-173212",01-10-2025
Serratiopeptidase Tablets IP,MT240928,"Plot No.11, Pharmacity-Selaqui, Dehradun, Uttarakhand, 248011",01-10-2025
Diclofenac Sodium Tablets IP 50mg(Reactin 50),G25RDA016,"Acme Generics Pvt. Ltd. Plot no. 115 HPSIDC, Industrial Area, Vill. Davni. P.O Gurumajra, Tehsil Nalagrah, Dist. Solan(H.P)-174101",01-10-2025
